modelo,question_type,rate,n
mistral0.2:7b,according,1.0,1
mistral0.2:7b,after,0.0,1
mistral0.2:7b,air,1.0,1
mistral0.2:7b,akira,0.0,1
mistral0.2:7b,albert,0.0,1
mistral0.2:7b,although,0.0,1
mistral0.2:7b,andrew,0.0,1
mistral0.2:7b,angel,0.0,1
mistral0.2:7b,anthony,0.0,1
mistral0.2:7b,are,0.06666666666666667,45
mistral0.2:7b,arthur,0.0,1
mistral0.2:7b,at,0.0,2
mistral0.2:7b,ave,0.0,1
mistral0.2:7b,b,0.0,1
mistral0.2:7b,bayer,0.0,1
mistral0.2:7b,before,0.0,1
mistral0.2:7b,between,0.0,1
mistral0.2:7b,billings,0.0,1
mistral0.2:7b,black,0.0,1
mistral0.2:7b,borovička,0.0,1
mistral0.2:7b,both,0.0,2
mistral0.2:7b,bret,0.0,1
mistral0.2:7b,buck,0.0,1
mistral0.2:7b,by,0.0,1
mistral0.2:7b,campari,0.0,1
mistral0.2:7b,can,0.0,1
mistral0.2:7b,carpo,0.0,1
mistral0.2:7b,celebration,0.0,1
mistral0.2:7b,chas,0.0,1
mistral0.2:7b,chibuku,1.0,1
mistral0.2:7b,chocolate,0.0,1
mistral0.2:7b,chris,0.0,1
mistral0.2:7b,christmas,0.0,1
mistral0.2:7b,christopher,0.0,1
mistral0.2:7b,cinergi,0.0,1
mistral0.2:7b,clic,1.0,1
mistral0.2:7b,clive,0.0,1
mistral0.2:7b,cohousing,0.0,1
mistral0.2:7b,cole,0.0,1
mistral0.2:7b,consider,0.0,1
mistral0.2:7b,cyrcle,0.0,1
mistral0.2:7b,da,1.0,1
mistral0.2:7b,dan,0.0,1
mistral0.2:7b,daniel,0.0,1
mistral0.2:7b,danish,0.0,1
mistral0.2:7b,darla,0.0,1
mistral0.2:7b,darth,0.0,1
mistral0.2:7b,david,0.5,2
mistral0.2:7b,deborah,0.0,1
mistral0.2:7b,debra,1.0,1
mistral0.2:7b,der,0.0,2
mistral0.2:7b,destiny,0.0,1
mistral0.2:7b,did,0.0,2
mistral0.2:7b,die,0.0,1
mistral0.2:7b,do,0.0,4
mistral0.2:7b,does,0.0,1
mistral0.2:7b,don,0.0,1
mistral0.2:7b,donald,0.0,1
mistral0.2:7b,dongxing,0.0,1
mistral0.2:7b,donna,1.0,1
mistral0.2:7b,dua,0.0,1
mistral0.2:7b,during,0.0,2
mistral0.2:7b,edward,0.0,1
mistral0.2:7b,eric,1.0,1
mistral0.2:7b,ethan,0.0,1
mistral0.2:7b,ettore,0.0,1
mistral0.2:7b,euxoamorpha,0.0,1
mistral0.2:7b,filip,0.0,1
mistral0.2:7b,film,0.0,1
mistral0.2:7b,for,0.0,3
mistral0.2:7b,former,0.0,1
mistral0.2:7b,francesco,0.0,1
mistral0.2:7b,frank,0.0,1
mistral0.2:7b,from,1.0,1
mistral0.2:7b,gabriel,0.0,1
mistral0.2:7b,gangwon,0.0,1
mistral0.2:7b,garth,0.0,1
mistral0.2:7b,george,0.0,3
mistral0.2:7b,girard,0.0,1
mistral0.2:7b,glyptotermes,0.0,1
mistral0.2:7b,good,0.0,1
mistral0.2:7b,guiping,0.0,1
mistral0.2:7b,gândul,0.0,1
mistral0.2:7b,hank,0.0,1
mistral0.2:7b,has,0.0,1
mistral0.2:7b,have,0.0,1
mistral0.2:7b,he,0.0,1
mistral0.2:7b,heaven,0.0,1
mistral0.2:7b,henry,0.0,1
mistral0.2:7b,hiroaki,0.0,1
mistral0.2:7b,hiwassee,0.0,1
mistral0.2:7b,ho,0.0,1
mistral0.2:7b,hoosier,0.0,1
mistral0.2:7b,how,0.18181818181818182,11
mistral0.2:7b,hsieh,0.0,1
mistral0.2:7b,i,0.0,1
mistral0.2:7b,ican,0.0,1
mistral0.2:7b,in,0.09523809523809523,42
mistral0.2:7b,innervision,0.0,1
mistral0.2:7b,interstate,0.0,1
mistral0.2:7b,iqaluit,0.0,1
mistral0.2:7b,it,0.0,1
mistral0.2:7b,james,0.2,5
mistral0.2:7b,jamesy,0.0,1
mistral0.2:7b,jane,0.0,1
mistral0.2:7b,jason,0.0,1
mistral0.2:7b,javier,0.0,1
mistral0.2:7b,jeremy,0.0,1
mistral0.2:7b,jill,0.0,1
mistral0.2:7b,jo,0.0,1
mistral0.2:7b,joey,0.0,1
mistral0.2:7b,john,0.0,2
mistral0.2:7b,joie,0.0,1
mistral0.2:7b,jordan,0.0,1
mistral0.2:7b,josephine,1.0,1
mistral0.2:7b,josh,0.0,1
mistral0.2:7b,joyner,0.0,1
mistral0.2:7b,kellas,0.0,1
mistral0.2:7b,ken,0.0,1
mistral0.2:7b,kevin,0.0,1
mistral0.2:7b,kim,0.0,1
mistral0.2:7b,knocked,0.0,1
mistral0.2:7b,kompania,0.0,1
mistral0.2:7b,kooikers,0.0,1
mistral0.2:7b,kristin,0.0,1
mistral0.2:7b,la,0.0,1
mistral0.2:7b,lambic,0.0,1
mistral0.2:7b,lechenaultia,0.0,1
mistral0.2:7b,lee,0.0,1
mistral0.2:7b,legend,0.0,1
mistral0.2:7b,leigh,0.0,1
mistral0.2:7b,lemon,1.0,1
mistral0.2:7b,lenny,0.0,1
mistral0.2:7b,lewis,0.0,1
mistral0.2:7b,life,0.0,1
mistral0.2:7b,louis,0.0,1
mistral0.2:7b,love,0.0,1
mistral0.2:7b,ludwig,0.0,1
mistral0.2:7b,luke,1.0,1
mistral0.2:7b,madge,0.0,1
mistral0.2:7b,marion,0.0,1
mistral0.2:7b,mark,0.0,2
mistral0.2:7b,max,0.0,1
mistral0.2:7b,merimbula,0.0,1
mistral0.2:7b,metro,0.0,1
mistral0.2:7b,mfon,1.0,1
mistral0.2:7b,michael,0.0,1
mistral0.2:7b,millet,0.0,1
mistral0.2:7b,mills,0.0,1
mistral0.2:7b,miracle,0.0,1
mistral0.2:7b,mobile,0.0,1
mistral0.2:7b,modern,0.0,1
mistral0.2:7b,monsters,0.0,1
mistral0.2:7b,mr,0.0,1
mistral0.2:7b,márcio,0.0,1
mistral0.2:7b,naked,0.0,1
mistral0.2:7b,navarone,0.0,1
mistral0.2:7b,new,0.0,1
mistral0.2:7b,no,0.0,1
mistral0.2:7b,nobody,0.0,1
mistral0.2:7b,on,0.0,6
mistral0.2:7b,one,1.0,1
mistral0.2:7b,operation,1.0,1
mistral0.2:7b,orden,0.0,1
mistral0.2:7b,other,0.3086206896551724,580
mistral0.2:7b,otto,0.0,1
mistral0.2:7b,oumar,0.0,1
mistral0.2:7b,patrick,0.0,1
mistral0.2:7b,pay,1.0,1
mistral0.2:7b,pink,0.0,1
mistral0.2:7b,plastic,0.0,1
mistral0.2:7b,premise,0.1951219512195122,82
mistral0.2:7b,princess,0.0,1
mistral0.2:7b,q,0.0,1
mistral0.2:7b,qwirkle,0.0,1
mistral0.2:7b,radical,0.0,1
mistral0.2:7b,rana,0.0,1
mistral0.2:7b,rebecca,0.0,1
mistral0.2:7b,reggio,0.0,1
mistral0.2:7b,removed,0.0,1
mistral0.2:7b,renée,0.0,1
mistral0.2:7b,reuben,0.0,1
mistral0.2:7b,richard,0.0,1
mistral0.2:7b,robert,0.0,1
mistral0.2:7b,robinson,0.0,1
mistral0.2:7b,roger,0.0,1
mistral0.2:7b,roy,0.0,1
mistral0.2:7b,rudolf,0.0,1
mistral0.2:7b,rugby,0.0,1
mistral0.2:7b,río,0.0,1
mistral0.2:7b,saint,0.0,1
mistral0.2:7b,sam,0.0,1
mistral0.2:7b,segugio,0.0,1
mistral0.2:7b,serving,0.0,1
mistral0.2:7b,shadow,0.0,1
mistral0.2:7b,shannon,0.0,1
mistral0.2:7b,she,0.0,1
mistral0.2:7b,shelley,0.0,1
mistral0.2:7b,shin,0.0,1
mistral0.2:7b,shirley,0.0,2
mistral0.2:7b,sidney,0.0,1
mistral0.2:7b,skagboys,0.0,1
mistral0.2:7b,skin,1.0,1
mistral0.2:7b,south,0.0,1
mistral0.2:7b,southwest,0.0,1
mistral0.2:7b,spaceballs,1.0,1
mistral0.2:7b,splendor,0.0,1
mistral0.2:7b,ss,0.0,1
mistral0.2:7b,stagger,0.0,1
mistral0.2:7b,stephen,0.0,1
mistral0.2:7b,steve,0.0,1
mistral0.2:7b,still,0.0,1
mistral0.2:7b,stomp,0.0,1
mistral0.2:7b,stratford,0.0,1
mistral0.2:7b,style,0.0,1
mistral0.2:7b,sugoroku,0.0,1
mistral0.2:7b,susan,0.0,1
mistral0.2:7b,tammy,0.0,1
mistral0.2:7b,tess,0.0,1
mistral0.2:7b,the,0.10666666666666667,75
mistral0.2:7b,this,0.14285714285714285,7
mistral0.2:7b,thoroughbred,0.0,1
mistral0.2:7b,though,0.0,1
mistral0.2:7b,timber,1.0,1
mistral0.2:7b,titan,0.0,1
mistral0.2:7b,to,0.0,2
mistral0.2:7b,tome,0.0,1
mistral0.2:7b,tooheys,0.0,1
mistral0.2:7b,toryboy,0.0,1
mistral0.2:7b,tressie,0.0,1
mistral0.2:7b,trim,0.0,1
mistral0.2:7b,uli,0.0,1
mistral0.2:7b,universal,1.0,1
mistral0.2:7b,untamed,0.0,1
mistral0.2:7b,van,0.0,1
mistral0.2:7b,w,0.0,1
mistral0.2:7b,wait,1.0,1
mistral0.2:7b,was,0.0,3
mistral0.2:7b,watchers,0.0,1
mistral0.2:7b,were,0.25,4
mistral0.2:7b,weremaurice,0.0,1
mistral0.2:7b,what,0.10256410256410256,195
mistral0.2:7b,wheatley,0.0,1
mistral0.2:7b,when,0.1935483870967742,31
mistral0.2:7b,where,0.125,16
mistral0.2:7b,which,0.12727272727272726,110
mistral0.2:7b,while,0.0,1
mistral0.2:7b,whitney,0.0,1
mistral0.2:7b,who,0.14492753623188406,69
mistral0.2:7b,whose,0.0,1
mistral0.2:7b,wolfgang,0.0,1
mistral0.2:7b,worker,0.0,2
mistral0.2:7b,xiaogan,0.0,1
mistral0.2:7b,yes/no,0.125,8
mistral0.2:7b,yoo,0.0,1
mistral0.2:7b,zombie,0.0,1
mistral0.2:7b,,0.043478260869565216,23
phi3:3.8b,a,0.0,2
phi3:3.8b,abraham,1.0,1
phi3:3.8b,according,1.0,1
phi3:3.8b,after,0.0,1
phi3:3.8b,air,0.0,1
phi3:3.8b,akira,0.0,1
phi3:3.8b,albert,0.0,1
phi3:3.8b,although,0.0,1
phi3:3.8b,andrew,1.0,1
phi3:3.8b,angel,0.0,1
phi3:3.8b,anthony,0.0,1
phi3:3.8b,are,0.13333333333333333,45
phi3:3.8b,arthur,0.0,1
phi3:3.8b,at,0.0,2
phi3:3.8b,ave,1.0,1
phi3:3.8b,b,0.0,1
phi3:3.8b,bayer,1.0,1
phi3:3.8b,before,0.0,1
phi3:3.8b,between,0.0,1
phi3:3.8b,billings,0.0,1
phi3:3.8b,black,0.0,1
phi3:3.8b,borovička,0.0,1
phi3:3.8b,both,0.0,2
phi3:3.8b,bret,0.0,1
phi3:3.8b,buck,0.0,1
phi3:3.8b,by,0.0,1
phi3:3.8b,campari,0.0,1
phi3:3.8b,can,0.0,1
phi3:3.8b,carpo,0.0,1
phi3:3.8b,celebration,1.0,1
phi3:3.8b,chas,0.0,1
phi3:3.8b,chibuku,0.0,1
phi3:3.8b,chocolate,0.0,1
phi3:3.8b,chris,0.0,1
phi3:3.8b,christmas,0.0,1
phi3:3.8b,christopher,0.0,1
phi3:3.8b,cinergi,0.0,1
phi3:3.8b,clic,0.0,1
phi3:3.8b,clive,0.0,1
phi3:3.8b,cohousing,0.0,1
phi3:3.8b,cole,0.0,1
phi3:3.8b,consider,0.0,1
phi3:3.8b,cyrcle,0.0,1
phi3:3.8b,da,0.0,1
phi3:3.8b,dan,1.0,1
phi3:3.8b,daniel,0.0,1
phi3:3.8b,danish,0.0,1
phi3:3.8b,darla,0.0,1
phi3:3.8b,darth,1.0,1
phi3:3.8b,david,0.0,2
phi3:3.8b,deborah,0.0,1
phi3:3.8b,debra,0.0,1
phi3:3.8b,der,0.0,2
phi3:3.8b,destiny,0.0,1
phi3:3.8b,did,0.0,2
phi3:3.8b,die,0.0,1
phi3:3.8b,do,0.25,4
phi3:3.8b,does,0.0,1
phi3:3.8b,don,0.0,1
phi3:3.8b,donald,0.0,1
phi3:3.8b,dongxing,0.0,1
phi3:3.8b,donna,0.0,1
phi3:3.8b,dua,0.0,1
phi3:3.8b,during,0.0,2
phi3:3.8b,edward,0.0,1
phi3:3.8b,eric,0.0,1
phi3:3.8b,ethan,0.0,1
phi3:3.8b,ettore,0.0,1
phi3:3.8b,euxoamorpha,0.0,1
phi3:3.8b,filip,0.0,1
phi3:3.8b,film,0.0,1
phi3:3.8b,for,0.3333333333333333,3
phi3:3.8b,former,0.0,1
phi3:3.8b,francesco,0.0,1
phi3:3.8b,frank,0.0,1
phi3:3.8b,from,1.0,1
phi3:3.8b,gabriel,0.0,1
phi3:3.8b,gangwon,0.0,1
phi3:3.8b,garth,1.0,1
phi3:3.8b,george,0.6666666666666666,3
phi3:3.8b,girard,0.0,1
phi3:3.8b,glyptotermes,0.0,1
phi3:3.8b,good,0.0,1
phi3:3.8b,guiping,0.0,1
phi3:3.8b,gândul,0.0,1
phi3:3.8b,hank,0.0,1
phi3:3.8b,has,1.0,1
phi3:3.8b,have,0.0,1
phi3:3.8b,he,0.0,1
phi3:3.8b,heaven,0.0,1
phi3:3.8b,henry,0.0,1
phi3:3.8b,hiroaki,0.0,1
phi3:3.8b,hiwassee,0.0,1
phi3:3.8b,ho,1.0,1
phi3:3.8b,hoosier,0.0,1
phi3:3.8b,how,0.09090909090909091,11
phi3:3.8b,hsieh,0.0,1
phi3:3.8b,i,1.0,1
phi3:3.8b,ican,1.0,1
phi3:3.8b,in,0.19047619047619047,42
phi3:3.8b,innervision,0.0,1
phi3:3.8b,interstate,0.0,1
phi3:3.8b,iqaluit,0.0,1
phi3:3.8b,it,0.0,1
phi3:3.8b,james,0.2,5
phi3:3.8b,jamesy,0.0,1
phi3:3.8b,jane,0.0,1
phi3:3.8b,jason,0.0,1
phi3:3.8b,javier,0.0,1
phi3:3.8b,jeremy,0.0,1
phi3:3.8b,jill,0.0,1
phi3:3.8b,jo,0.0,1
phi3:3.8b,joey,0.0,1
phi3:3.8b,john,1.0,2
phi3:3.8b,joie,1.0,1
phi3:3.8b,jordan,0.0,1
phi3:3.8b,josephine,0.0,1
phi3:3.8b,josh,0.0,1
phi3:3.8b,joyner,0.0,1
phi3:3.8b,kellas,1.0,1
phi3:3.8b,ken,1.0,1
phi3:3.8b,kevin,0.0,1
phi3:3.8b,kim,0.0,1
phi3:3.8b,knocked,1.0,1
phi3:3.8b,kompania,0.0,1
phi3:3.8b,kooikers,1.0,1
phi3:3.8b,kristin,0.0,1
phi3:3.8b,la,0.0,1
phi3:3.8b,lambic,0.0,1
phi3:3.8b,lechenaultia,0.0,1
phi3:3.8b,lee,0.0,1
phi3:3.8b,legend,0.0,1
phi3:3.8b,leigh,0.0,1
phi3:3.8b,lemon,0.0,1
phi3:3.8b,lenny,0.0,1
phi3:3.8b,lewis,0.0,1
phi3:3.8b,life,0.0,1
phi3:3.8b,louis,0.0,1
phi3:3.8b,love,0.0,1
phi3:3.8b,ludwig,1.0,1
phi3:3.8b,luke,0.0,1
phi3:3.8b,madge,0.0,1
phi3:3.8b,marion,0.0,1
phi3:3.8b,mark,0.5,2
phi3:3.8b,max,0.0,1
phi3:3.8b,merimbula,0.0,1
phi3:3.8b,metro,0.0,1
phi3:3.8b,mfon,0.0,1
phi3:3.8b,michael,0.0,1
phi3:3.8b,millet,1.0,1
phi3:3.8b,mills,1.0,1
phi3:3.8b,miracle,0.0,1
phi3:3.8b,mobile,0.0,1
phi3:3.8b,modern,0.0,1
phi3:3.8b,monsters,0.0,1
phi3:3.8b,mr,0.0,1
phi3:3.8b,márcio,0.0,1
phi3:3.8b,naked,0.0,1
phi3:3.8b,navarone,1.0,1
phi3:3.8b,new,0.0,1
phi3:3.8b,no,0.0,1
phi3:3.8b,nobody,0.0,1
phi3:3.8b,on,0.16666666666666666,6
phi3:3.8b,one,1.0,1
phi3:3.8b,operation,0.0,1
phi3:3.8b,orden,1.0,1
phi3:3.8b,other,0.23103448275862068,580
phi3:3.8b,otto,0.0,1
phi3:3.8b,oumar,0.0,1
phi3:3.8b,patrick,0.0,1
phi3:3.8b,pay,0.0,1
phi3:3.8b,pink,0.0,1
phi3:3.8b,plastic,0.0,1
phi3:3.8b,premise,0.3170731707317073,82
phi3:3.8b,princess,1.0,1
phi3:3.8b,q,0.0,1
phi3:3.8b,qwirkle,0.0,1
phi3:3.8b,radical,0.0,1
phi3:3.8b,rana,1.0,1
phi3:3.8b,rebecca,1.0,1
phi3:3.8b,reggio,1.0,1
phi3:3.8b,removed,0.0,1
phi3:3.8b,renée,0.0,1
phi3:3.8b,reuben,0.0,1
phi3:3.8b,richard,0.0,1
phi3:3.8b,robert,0.0,1
phi3:3.8b,robinson,0.0,1
phi3:3.8b,roger,0.0,1
phi3:3.8b,roy,0.0,1
phi3:3.8b,rudolf,0.0,1
phi3:3.8b,rugby,0.0,1
phi3:3.8b,río,0.0,1
phi3:3.8b,saint,0.0,1
phi3:3.8b,sam,0.0,1
phi3:3.8b,segugio,0.0,1
phi3:3.8b,serving,0.0,1
phi3:3.8b,shadow,1.0,1
phi3:3.8b,shannon,0.0,1
phi3:3.8b,she,0.0,1
phi3:3.8b,shelley,1.0,1
phi3:3.8b,shin,0.0,1
phi3:3.8b,shirley,0.0,2
phi3:3.8b,sidney,0.0,1
phi3:3.8b,skagboys,0.0,1
phi3:3.8b,skin,1.0,1
phi3:3.8b,south,1.0,1
phi3:3.8b,southwest,0.0,1
phi3:3.8b,spaceballs,0.0,1
phi3:3.8b,splendor,0.0,1
phi3:3.8b,ss,0.0,1
phi3:3.8b,stagger,0.0,1
phi3:3.8b,stephen,1.0,1
phi3:3.8b,steve,0.0,1
phi3:3.8b,still,0.0,1
phi3:3.8b,stomp,1.0,1
phi3:3.8b,stratford,0.0,1
phi3:3.8b,style,0.0,1
phi3:3.8b,sugoroku,0.0,1
phi3:3.8b,susan,0.0,1
phi3:3.8b,tammy,1.0,1
phi3:3.8b,tess,0.0,1
phi3:3.8b,the,0.13333333333333333,75
phi3:3.8b,this,0.14285714285714285,7
phi3:3.8b,thoroughbred,0.0,1
phi3:3.8b,though,0.0,1
phi3:3.8b,timber,0.0,1
phi3:3.8b,titan,1.0,1
phi3:3.8b,to,0.0,2
phi3:3.8b,tome,0.0,1
phi3:3.8b,tooheys,0.0,1
phi3:3.8b,toryboy,1.0,1
phi3:3.8b,tressie,0.0,1
phi3:3.8b,trim,0.0,1
phi3:3.8b,uli,0.0,1
phi3:3.8b,universal,0.0,1
phi3:3.8b,untamed,0.0,1
phi3:3.8b,van,0.0,1
phi3:3.8b,w,0.0,1
phi3:3.8b,wait,1.0,1
phi3:3.8b,was,0.3333333333333333,3
phi3:3.8b,watchers,0.0,1
phi3:3.8b,were,0.25,4
phi3:3.8b,weremaurice,0.0,1
phi3:3.8b,what,0.11282051282051282,195
phi3:3.8b,wheatley,0.0,1
phi3:3.8b,when,0.0967741935483871,31
phi3:3.8b,where,0.0625,16
phi3:3.8b,which,0.14545454545454545,110
phi3:3.8b,while,1.0,1
phi3:3.8b,whitney,0.0,1
phi3:3.8b,who,0.10144927536231885,69
phi3:3.8b,whose,0.0,1
phi3:3.8b,wolfgang,1.0,1
phi3:3.8b,worker,0.0,2
phi3:3.8b,xiaogan,0.0,1
phi3:3.8b,yes/no,0.375,8
phi3:3.8b,yoo,1.0,1
phi3:3.8b,zombie,0.0,1
phi3:3.8b,,0.21739130434782608,23
qwen2.5:7b,a,0.0,2
qwen2.5:7b,abraham,0.0,1
qwen2.5:7b,according,1.0,1
qwen2.5:7b,after,0.0,1
qwen2.5:7b,air,0.0,1
qwen2.5:7b,akira,0.0,1
qwen2.5:7b,albert,0.0,1
qwen2.5:7b,although,0.0,1
qwen2.5:7b,andrew,0.0,1
qwen2.5:7b,angel,0.0,1
qwen2.5:7b,anthony,0.0,1
qwen2.5:7b,are,0.044444444444444446,45
qwen2.5:7b,arthur,0.0,1
qwen2.5:7b,at,0.0,2
qwen2.5:7b,ave,0.0,1
qwen2.5:7b,b,1.0,1
qwen2.5:7b,bayer,0.0,1
qwen2.5:7b,before,0.0,1
qwen2.5:7b,between,0.0,1
qwen2.5:7b,billings,0.0,1
qwen2.5:7b,black,0.0,1
qwen2.5:7b,borovička,0.0,1
qwen2.5:7b,both,0.0,2
qwen2.5:7b,bret,0.0,1
qwen2.5:7b,buck,1.0,1
qwen2.5:7b,by,0.0,1
qwen2.5:7b,campari,0.0,1
qwen2.5:7b,can,0.0,1
qwen2.5:7b,carpo,0.0,1
qwen2.5:7b,celebration,0.0,1
qwen2.5:7b,chas,0.0,1
qwen2.5:7b,chibuku,0.0,1
qwen2.5:7b,chocolate,0.0,1
qwen2.5:7b,chris,0.0,1
qwen2.5:7b,christmas,0.0,1
qwen2.5:7b,christopher,0.0,1
qwen2.5:7b,cinergi,0.0,1
qwen2.5:7b,clic,0.0,1
qwen2.5:7b,clive,0.0,1
qwen2.5:7b,cohousing,0.0,1
qwen2.5:7b,cole,0.0,1
qwen2.5:7b,consider,0.0,1
qwen2.5:7b,cyrcle,0.0,1
qwen2.5:7b,da,0.0,1
qwen2.5:7b,dan,0.0,1
qwen2.5:7b,daniel,0.0,1
qwen2.5:7b,danish,0.0,1
qwen2.5:7b,darla,1.0,1
qwen2.5:7b,darth,0.0,1
qwen2.5:7b,david,0.0,2
qwen2.5:7b,deborah,0.0,1
qwen2.5:7b,debra,0.0,1
qwen2.5:7b,der,0.5,2
qwen2.5:7b,destiny,0.0,1
qwen2.5:7b,did,0.0,2
qwen2.5:7b,die,0.0,1
qwen2.5:7b,do,0.0,4
qwen2.5:7b,does,0.0,1
qwen2.5:7b,don,0.0,1
qwen2.5:7b,donald,0.0,1
qwen2.5:7b,dongxing,0.0,1
qwen2.5:7b,donna,0.0,1
qwen2.5:7b,dua,0.0,1
qwen2.5:7b,during,0.0,2
qwen2.5:7b,edward,0.0,1
qwen2.5:7b,eric,0.0,1
qwen2.5:7b,ethan,0.0,1
qwen2.5:7b,ettore,0.0,1
qwen2.5:7b,euxoamorpha,0.0,1
qwen2.5:7b,filip,0.0,1
qwen2.5:7b,film,0.0,1
qwen2.5:7b,for,0.0,3
qwen2.5:7b,former,0.0,1
qwen2.5:7b,francesco,0.0,1
qwen2.5:7b,frank,0.0,1
qwen2.5:7b,from,0.0,1
qwen2.5:7b,gabriel,0.0,1
qwen2.5:7b,gangwon,0.0,1
qwen2.5:7b,garth,0.0,1
qwen2.5:7b,george,0.0,3
qwen2.5:7b,girard,0.0,1
qwen2.5:7b,glyptotermes,1.0,1
qwen2.5:7b,good,0.0,1
qwen2.5:7b,guiping,1.0,1
qwen2.5:7b,gândul,0.0,1
qwen2.5:7b,hank,0.0,1
qwen2.5:7b,has,0.0,1
qwen2.5:7b,have,0.0,1
qwen2.5:7b,he,0.0,1
qwen2.5:7b,heaven,0.0,1
qwen2.5:7b,henry,0.0,1
qwen2.5:7b,hiroaki,0.0,1
qwen2.5:7b,hiwassee,0.0,1
qwen2.5:7b,ho,0.0,1
qwen2.5:7b,hoosier,0.0,1
qwen2.5:7b,how,0.0,11
qwen2.5:7b,hsieh,0.0,1
qwen2.5:7b,i,0.0,1
qwen2.5:7b,ican,0.0,1
qwen2.5:7b,in,0.023809523809523808,42
qwen2.5:7b,innervision,0.0,1
qwen2.5:7b,interstate,0.0,1
qwen2.5:7b,iqaluit,0.0,1
qwen2.5:7b,it,0.0,1
qwen2.5:7b,james,0.0,5
qwen2.5:7b,jamesy,0.0,1
qwen2.5:7b,jane,0.0,1
qwen2.5:7b,jason,0.0,1
qwen2.5:7b,javier,0.0,1
qwen2.5:7b,jeremy,0.0,1
qwen2.5:7b,jill,0.0,1
qwen2.5:7b,jo,0.0,1
qwen2.5:7b,joey,0.0,1
qwen2.5:7b,john,0.0,2
qwen2.5:7b,joie,0.0,1
qwen2.5:7b,jordan,0.0,1
qwen2.5:7b,josephine,0.0,1
qwen2.5:7b,josh,0.0,1
qwen2.5:7b,joyner,0.0,1
qwen2.5:7b,kellas,0.0,1
qwen2.5:7b,ken,0.0,1
qwen2.5:7b,kevin,0.0,1
qwen2.5:7b,kim,0.0,1
qwen2.5:7b,knocked,0.0,1
qwen2.5:7b,kompania,0.0,1
qwen2.5:7b,kooikers,0.0,1
qwen2.5:7b,kristin,0.0,1
qwen2.5:7b,la,0.0,1
qwen2.5:7b,lambic,0.0,1
qwen2.5:7b,lechenaultia,0.0,1
qwen2.5:7b,lee,0.0,1
qwen2.5:7b,legend,0.0,1
qwen2.5:7b,leigh,0.0,1
qwen2.5:7b,lemon,1.0,1
qwen2.5:7b,lenny,0.0,1
qwen2.5:7b,lewis,0.0,1
qwen2.5:7b,life,0.0,1
qwen2.5:7b,louis,0.0,1
qwen2.5:7b,love,1.0,1
qwen2.5:7b,ludwig,0.0,1
qwen2.5:7b,luke,0.0,1
qwen2.5:7b,madge,0.0,1
qwen2.5:7b,marion,0.0,1
qwen2.5:7b,mark,0.0,2
qwen2.5:7b,max,0.0,1
qwen2.5:7b,merimbula,0.0,1
qwen2.5:7b,metro,0.0,1
qwen2.5:7b,mfon,0.0,1
qwen2.5:7b,michael,0.0,1
qwen2.5:7b,millet,0.0,1
qwen2.5:7b,mills,0.0,1
qwen2.5:7b,miracle,0.0,1
qwen2.5:7b,mobile,0.0,1
qwen2.5:7b,modern,0.0,1
qwen2.5:7b,monsters,0.0,1
qwen2.5:7b,mr,1.0,1
qwen2.5:7b,márcio,0.0,1
qwen2.5:7b,naked,0.0,1
qwen2.5:7b,navarone,0.0,1
qwen2.5:7b,new,0.0,1
qwen2.5:7b,no,0.0,1
qwen2.5:7b,nobody,0.0,1
qwen2.5:7b,on,0.16666666666666666,6
qwen2.5:7b,one,0.0,1
qwen2.5:7b,operation,0.0,1
qwen2.5:7b,orden,0.0,1
qwen2.5:7b,other,0.1896551724137931,580
qwen2.5:7b,otto,0.0,1
qwen2.5:7b,oumar,0.0,1
qwen2.5:7b,patrick,1.0,1
qwen2.5:7b,pay,0.0,1
qwen2.5:7b,pink,0.0,1
qwen2.5:7b,plastic,0.0,1
qwen2.5:7b,premise,0.07317073170731707,82
qwen2.5:7b,princess,0.0,1
qwen2.5:7b,q,0.0,1
qwen2.5:7b,qwirkle,1.0,1
qwen2.5:7b,radical,0.0,1
qwen2.5:7b,rana,0.0,1
qwen2.5:7b,rebecca,0.0,1
qwen2.5:7b,reggio,0.0,1
qwen2.5:7b,removed,0.0,1
qwen2.5:7b,renée,0.0,1
qwen2.5:7b,reuben,0.0,1
qwen2.5:7b,richard,0.0,1
qwen2.5:7b,robert,0.0,1
qwen2.5:7b,robinson,0.0,1
qwen2.5:7b,roger,0.0,1
qwen2.5:7b,roy,0.0,1
qwen2.5:7b,rudolf,0.0,1
qwen2.5:7b,rugby,1.0,1
qwen2.5:7b,río,0.0,1
qwen2.5:7b,saint,1.0,1
qwen2.5:7b,sam,0.0,1
qwen2.5:7b,segugio,0.0,1
qwen2.5:7b,serving,0.0,1
qwen2.5:7b,shadow,0.0,1
qwen2.5:7b,shannon,0.0,1
qwen2.5:7b,she,1.0,1
qwen2.5:7b,shelley,0.0,1
qwen2.5:7b,shin,0.0,1
qwen2.5:7b,shirley,0.5,2
qwen2.5:7b,sidney,0.0,1
qwen2.5:7b,skagboys,0.0,1
qwen2.5:7b,skin,0.0,1
qwen2.5:7b,south,0.0,1
qwen2.5:7b,southwest,0.0,1
qwen2.5:7b,spaceballs,0.0,1
qwen2.5:7b,splendor,0.0,1
qwen2.5:7b,ss,0.0,1
qwen2.5:7b,stagger,1.0,1
qwen2.5:7b,stephen,0.0,1
